akkadian,english,confidence,src_len,tgt_len,ratio
gín kù.babbar a hu-bu-li-šu i-ší-qí-il₅ ší-tí kù.babbar a-ṣé-er a-ha-tí-šu-nu dumu.mí ku-ni-lim a-na a-lim{ki} i-lá-ak ù šu-ma-bi-a ša ki-ma dumu-e ku-ni-lim ú-šé-bi₄-lu,"the rest of the silver was sent to address of their sister, the daughter of kūn-ilum, to the city, by son of aššur-dān and šumi-abiya, the representatives of kūn-ilum's sons.",18,21,30,1.429
ša ki-ma dam.gàr-ri-im i-ša-qú-lu-ma ṭup-pá-áš-nu nu-ša-ar kù.babbar a šu-mì-šu-nu-ma gan-lam₅ i-tí-iq,"he further paid ⅚ mina 3 shekels of silver from his valid tablet, and entrusted it under his seal to šu-ištar.",18,11,21,1.909
a-<gap> ù-šé-ri-bu-ni šu-ma a-na ga-ma-ri-im 0.8333 ma-na an.na dí-na-šu-nu šu-ma lá ki-am,"if (it is) for expenses, then give them 0.8333 mina; if that is not the case <gap>",18,12,17,1.417
<gap> pí-ri-kà-ni ša a-na-na 1 lu-bu-ša-am 1 túg ra-qá-tám a-na a-bu-ša-lim dumu,"<gap> belonging to anna-anna, 1 dress (and) 1 thin textile i gave to abu-šalim son of ṣill-adad.",18,12,17,1.417
ku-ta-ni ta <gap>-ag ša ki-ma i-a-tí li-dí-nu-ni-kum <gap> za <gap> igi a-lá-hi-im,"if you ? -textiles, let my representatives give them to you. <gap>"" in the presence of ali-ahum""",18,12,17,1.417
kù.babbar a-ṣé-er ší-im-tim iṭ-hi-i i-na ke-ni-im a-na kù.babbar ša li-bi₄-kà 0.3333 ma-na,"truly, pilah-ištar son of aššur-rēʾī held 0.3333 mina 4.5 shekels back on the silver in your possession.",18,12,17,1.417
ú-qá-a ú a-na ú-ṭí-tí-a ih-da-ma ma-lá <gap> ta <gap> lu ú-ṭá-tum e-<gap>,also take care with my grain and in accordance with <gap> both the grain <gap> inform me.,18,12,17,1.417
<gap> šu-ta-bu-im <gap> ta-ṣú-ra-am <gap> té-pu-šu a-ta <gap>-šu tù bi <gap>-kà <gap>,instead of 5 minas <gap> to be satisfied <gap> you have done <gap> idnaya brings to you.,18,12,17,1.417
ṭup-pè-e lu e-mu-uq a-hi-a ša a-hi ú-kà-lu lá ú-za-ki-ú iš-tí ší-ip-ri-ku-nu i-bi,"they chose(?) with your envoys and <gap> he paid on the orders and the silver from my father's debt to the eponym <gap>""",18,12,23,1.917
a-na a-lá-hi-im qí-bi₄-ma ṭup-pì-a ta-ma-lá-kam ku-nu-ki-a igi šu-be-lim dumu ku-zi-zi-a igi šu-ištar dumu šu-ki-tim e-zi-ba-kum um-ma a-na-ku-ma,"to ali-ahum: i left you my tablets, a container under my seal, with šu-bēlum son of kuziziya and šu-ištar son of šukkutum as witnesses.",18,17,24,1.412
um-ma i-dí-sú-in-ma a-na sig₅-pì-i-a-šùr ù a-lá-hi-im qí-bi₄-ma a-dí-i na-áš-pè-er-tí ša be-lúm-ba-ni ša té-zi-ba-ni iš-tí-in i-na ba-ri-ku-nu li-li-kam-ma,"from iddin-suen to damiq-aššur and ali-ahum: concerning the missive about bēlum-bāni that you left me, one of you should come and receive your silver.",18,17,24,1.412
1.6666 ma-na 5 gín kù.babbar ku-nu-ki ša šu-hu-bur a-na a-lá-hi-im e-zi-bu ki-ma a-šùr-be-el-ša-du-e kù.babbar a-ni-na il₅-qé šu-ma,concerning the 1.6666 mina 5 shekels of sealed silver that šu-hubur left with ali-ahum - annina has received the silver on behalf of aššur-bēl-šadu'e.,18,17,24,1.412
iš-tí puzur₄-ma-lá-sú ṭup-pá-áš-nu lá ta-dí-in 2 ma-na kù.babbar <gap>-nu a-na e-kà-li-e ni-ša-qal a-pu-tum,"if you have not given their tablet together with puzur-malasu, we shall have to pay 2 minas of silver<gap> to the men of the palace.",18,13,25,1.923
a-na dan-a-šur ù a-šur-<gap> qí-bi-ma um-ma ni-ba <gap> 5 ma-na,to dan-aššur and aššur-<gap> from <gap>: illil-bāni brings you 5 minas of refined silver.,18,10,14,1.4
kù.babbar ṣa-ru-pá-am <gap> {d}en.líl-ba-ni ub-la-ku-nu-tí iš-tí ša illat-tim <gap> sig₅-tim,together with that from the caravan <gap> of good quality <gap> akkadian <gap> investments.,18,10,14,1.4
lu-zi-i šu 1 túg ku-ta-nam ša 5 gín kù.babbar en-um-a-šur,ennam-aššur must bring up one -textile worth 5 shekels of silver within one year.,18,10,14,1.4
i-dí-in ší-tí hu-sà-ri-im 13.3333 ma-na 9 gín iš-tí en-um-a-šùr i-ba-ší,"the rest of the lapis lazuli, 13 ⅓ minas 9 shekels, is with ennam-aššur.",18,10,14,1.4
e-ni-iš-ta-ra-am <gap>-a-šur <gap>-im i-tal-kam <gap> ri-im-ni a-ar-tám <gap> sà-he-er-tám šé-bi₄-lá-nim,eništārum<gap>-aššur <gap> has come <gap> of our <gap> cowrie-shell <gap> send me small goods.,18,10,14,1.4
um-ma a-mur-ištar-ma a-na ku-li-a qí-bí-ma a-dí ma-lá ú ší-ni-šu a-šu-mì {d}mar.tu-ba-ni pá-ší-ri-a a-ša ší-im túg.hi-tí-a áš-pu-ra-kum a-ta mì-ma-ša-ma úz-ni lá,"thus amur-istar, to kuliya: ""several times i wrote you concerning my retailer amurrum-bani because of the price of my textiles, but you have never sent me any information!",18,20,28,1.4
šu-ma a-na a-lim{ki} lá ik-šu-dam-ma iš-tí-a lá is-ri-dam iš-tù ha-mu-uš-tí-im ša ì-lí-ìš-tí-kál ù šu-a-nim 1.5 gín.ta 1 ma-na-im,"if he does not arrive in the city and does not pack together with me, then from the week of iliš-tikal and šu-anum he will add an interest of 1.5 shekel per mina per month.",18,18,35,1.944
lu a-ni-a-ma a-he-e i-šu ṭup-pá-am li-dí-šu-ma šu-ma a-bu-kà i-ṣé-er a-bi₄-a i-šu kù.babbar-ma hu-bu-ul a-bi₄-a-ma qá-dí a-hi-a-ma a-za-za-ku-um lá,"let him give him the tablet and if your father had a claim on my father, then i shall stand up for you with respect to the silver, my father's debt, together with my brothers.",18,18,35,1.944
a-pu-tum a-pu-tum iš-tù qá-sú pá-ni-a-at-ni ih-dí-ma kù.babbar 1 gín i-šu qá-tí-ki lu ša ṣú-ha-ar-tim ša-ṣí-ri-ma i-na qá-tí-ki-ma li-ib-ší,"urgent, urgent, since he is about to act, do take care and guard every shekel of silver that you have available, as well as those of the girl, and keep it in your own hand.",18,18,35,1.944
um-ma i-dí-a-šur-ma a-na ha-nu-nu <gap> a-lá-hi-im ù e-na-na-tim qí-bi-ma ša 2 ma-na kù.babbar ṣa-ru-pì-im ma-hi-ir a-lim{ki} en-um-{d}im a-na,"from iddin-aššur to hanunu, ali-ahum and ennanātum: ennam-adad owes worth 2 minas of refined silver at the market price in the city to a merchant.",18,18,25,1.389
3 gú 15 ma-na an.na ku-nu-ku 4 túg šu-ru-tum li-wi-sú 17 túg ku-ta-nu 16.6666 ma-na an.na-ak qá-tim 2 anše,"3 talents 15 minas of tin under seals, 4 dark textiles, its wrapping, 17 -textiles, 16.6666 minas of loose tin, 2 black donkeys - in all 4 talents 18 minas of tin, the value of iliya('s shipment).",18,19,37,1.947
um-ma kà-ru-um kà-ni-iš-ma a-na ku-li-a ša-qí-il₅ da-tim kà-ri-im té-ga-ra-ma ù a-li i-dí-a-šùr dumu ku-ku-lá-nim wa-áš-bu-ni qí-bi-ma ni-kà-sí ni-sí-ma 25,"thus karum kanesh, speak to kuliya, the datu-payers, karum tegarama, and wherever iddin-aššur son of kukulānum is staying: we have settled accounts and we paid 25 minas and 4 1 / 4 shekels (of silver) as datum.",18,19,37,1.947
kišib šu-nu-nu dumu a-mur-ištar kišib zi-ki-ki dumu a-šur-sipa kišib a-bu-ša-lim dumu puzur₄.ištar 6,"seal of šu-nūnu son of amur-ištar, seal of zikiki son of aššur-rē'ī, seal of abu-šalim son of puzur-ištar.",18,13,18,1.385
kišib ša-ar-ni-ga-a-šu kišib e-na-a-šur dumu <gap> kišib wa-al-hi-iš-na kišib pé-ru-wa kišib tù-wa-tù-ú-i <gap>,"seal of šarnigāšu, seal of ennam-aššur, son of <gap>, seal of walhišna, seal of peruwa, seal of tuwatuwi.",18,13,18,1.385
um-ma a-šur-ma-sú-wi-ma a-na a-šur-na-da ù en-nam-a-šùr qí-bi₄-ma a-na en-nam-a-šùr qí-bi₄-ma dam a-šùr-na-da lu-ṭá-ib-kà,from aššur-massuʾī to aššur-nādā and ennam-aššur; specifically to ennam-aššur: aššur-nādā should satisfy you with regard to the wife.,18,13,18,1.385
šu-ma a ma-lá té-er-tí pá-ni-tim ša áš-pu-ra-ku-nu-tí-ni 30 ma-na kù.babbar ší-ma-am ta-áš-a-ma-nim šà.ba ša 1 ma-na ší-ma-am ša a-ki-dí-é ša-ma-nim a-na,"if, following my earlier instruction that i sent to you, you have already purchased 30 minas of silver, then use 1 mina of this amount for buying akkadian textiles.",18,21,29,1.381
ip-hu-ru-um 1.5 gín.ta ṣí-ib-tám ú-ṣa-áb 0.5 ma-na kù.babbar ki ba-al-ṭù-im 0.3333 ma-na 5 gín bé-ú-lá-at gal-da-a 1 ma-na kù.babbar ki gal-da-a,he will add 1.5 shekel per (mina per month). 0.5 mina of silver with balṭu'um. 25 shekels (of silver) working capital of galdaya. 1 mina of silver with galdaya.,18,21,29,1.381
qí-bi-ma <gap> a-na qá-tí ú-ku dí-in <gap>-nu ku-nu-ki-a,to ali-ahum: <gap> give <gap> to uku <gap> under my seal.,18,8,11,1.375
dumu šé-pá-lim itu.kam na-ar-ma-ak-a-šur ša ki-na-tim igi ir-ma-a-šùr,"eponymy of the successor of baziya, son of šēp-ālum, month iii.",18,8,11,1.375
4 gín kù.babbar li-tí i-ṣé-er a-šur-ta-ak-lá-ku dumu a-a-a,4 shekels of -silver aššur-taklāku son of a'aya owes to šu-bēlum.,18,8,11,1.375
igi id-na-a dumu i-ba-a igi <gap>-a-šur dumu a-šur-i-mì-tí,"witnessed by idnaya son of ibaya, by <gap> son of aššur-imittī.""",18,8,11,1.375
itu.1.kam be-el-té-kà-lim li-mu-um ša qá-tí a-šùr-i-mì-tí ma-lá-hi-im igi,"month bēlat-ekallim, in the eponymy after that of aššur-imittī, the skipper.",18,8,11,1.375
16 gín kù.babbar ša ša-du-i-tim ha-bu-lu šà.ba 12.3333 gín 15 še pì-lá-ah-ištar il₅-qé 3.5 gín 15 še e-lá-ma il₅-qé,"from what amur-aššur (owes?), 16 shekels of silver, of the -tax, thereof pilah-ištar took 12 5 / 12 shekels, elamma took 3 7 / 12 shekels.",18,19,26,1.368
a-na a-lá-hi-im qí-bi-ma um-ma kà-lu-a-ma tí-ir-tí puzur₄-a-šur ma-la i-lá-kà-ni na-áš-pé-ra-tí-šu ší-ta-me-ma qá-tí ú i-a-tum tí-ir-tí a-na-na i-lá-ak-šu-um ù a-hi,"to ali-ahum from kaluwa: listen to the instructions that come from puzur-aššur, his missives, and <gap> then my own message will go to him from here.",18,19,26,1.368
5 gín kù.babbar 1 na-ru-uq še-am a-na mu-la géme ša a-šùr-ma-sú-i,"ennam-aššur gave 5 shekels of silver and 1 sack of barley to mula, aššur-massuʾī's maid.",18,11,15,1.364
i-ša-qá-al šà.ba 0.6666 ma-na 2 gín kù.babbar lu pá-zu-ur-tám lu ni-ip-lá-tim,"of this, šu-bēlum has paid 42 shekels of silver, either smuggler's goods or balance payments.",18,11,15,1.364
ša puzur₄-lá-áb-ra-at mì-ma kù.babbar a-nim ni-is-ha-sú diri ša-du-a-sú ša-bu i-na-ah-dingir ú-bi₄-il₅,"all this silver, the excise on it extra, his transport-fee paid ēnah-ilī has brought away.",18,11,15,1.364
a-lá+lá-<gap> igi du-um-qí-a dumu a <gap> ša ku-zu-za-ri-im ù a-lá-hi-im <gap>,"witnessed by ṭāb-aššur son of al<gap>, by dumqiya son of <gap> concerning kuzuzārum and ali-ahum.",18,11,15,1.364
ni-ip-qí-id ší-tí túg-ba-tí-kà 14 mu-ta-tum 2 e-li-té-en ku-nu-ki ša šé-ep-ištar ù,the rest of your textiles: 14 half-packs and 2 top-packs seald by šēp-ištar and šalim-wardī.,18,11,15,1.364
ni-dí-in igi a-ku-za igi mar.tu-ba-ni igi lá-qé-ep i-tur₄-dingir dumu a-mur-ištar tap-pá-i-ni,"witnessed by akuza, by amurrum-bāni, by lā-qēp; itūr-ilī son of amur-ištar is our (absent) partner.",18,11,15,1.364
36 gú síg.hi.a ša ì-lí-dan ša i-na é ir-i-bi₄-im i-ba-ší-ú en-um-a-šur,ennam-aššur has seized 36 talents of wool belonging to ilī-dan that was in irʾibum's house.,18,11,15,1.364
um-ma ša-qí-il₅ da-tim ku-li-a ší-ip-ru-um ša kà-ri-im kà-ni-iš ù kà-ru-um dur₄-hu-mì-it-ma a-na kà-ar kà-ar-ma ù wa-ba-ra-tim a-dí kà-ri-im kà-ni-iš qí-bi-ma a-sá-num ší-pár-ni,"thus the 'datu-payers,' kuliya, the messenger of kanesh, and durhumit, say to every single and (all) the until kanesh: asānum, our messenger, has been sent to kanesh to deliver information.",18,22,30,1.364
igi mar.tu-ba-ni dumu ma-na-na igi ma-nu-ki-a-šur dumu ší-mì-be-li igi a-šur-ma-lik dumu a-šur-ta-ak-lá-ku dumu šu-{d}en.líl,"witnessed by amurrum-bāni son of manana, by mannum-kī-aššur son of šime-bēli, by aššur-malik son of aššur-taklāku, (grand)son of šu-illil.",18,14,19,1.357
dumu i-dí-a-šùr ha-bu-lá-ku ṭup-pá-am ša 4 <gap> ma-na kù.babbar ša dam.gàr <gap>-ma a-na a-bi₄-ni,"the tablet concerning 4 minas of silver which the agent <gap> owes to our father, he holds as security.",18,14,19,1.357
um-ma šu-hu-bur-ma a-na a-lá-hi-im ú a-bi-a-a qí-bi-ma 20.6666 ma-na an.na šà.ba 3 ša-bi-ra-tim ša,"from šu-hubur to ali-ahum and abiya: 20.6666 minas of tin, thereof 3 blocks <gap> their weight was 15 minas.",18,14,19,1.357
ni-dí-in igi lá-ba-lá-da dumu i-dí-sú-en₆ igi na-áb-sú-en₆ dumu šu-be-lim igi i-dí-ištar dumu i-dí-a-bi₄-im igi puzur₄.ištar dumu dan-a-šur,"in the presence of labān-nādā, son of iddin-suen, of nabi-suen, son of šu-bēlum, of iddin-ištar, son of iddin-abum, of puzur-ištar, son of dān-aššur.",18,17,23,1.353
um-ma sig₅-pì-a-šur-ma a-na puzur₄-a-šur qí-bi-ma šu-ma an.na-kà i-na sà-lam-tí-kà té-zi-ib-šu a-na kà-né-eš tù-šé-ri-ib-šu an.na-kà <gap>-am šu-ma a-na,"from damiq-pī-aššur to puzur-aššur: if in your falseness you have left your tin, (and) you brought it into kanesh, then <gap> your tin.",18,17,23,1.353
18 gín kù.babbar ša en-um-a-šur i li-bi a-šur-ba-ni 13.5 ma-na urudu ší-ku-um ša en-um-a-šur i li-bi₄ e-nu-re-ṣí-im,18 shekels of silver belonging to ennam-aššur is owed by aššur-bāni. 13 ½ minas of -copper belonging to ennam-aššur is owed by ennam-rēṣum.,18,17,23,1.353
kà-ni-iš 1 gú-tám 4 ma-na 6.25,i paid 17 minas 54 shekels. 16.6666 shekels shortage of hand tin.,18,6,12,2.0
itu.kam i-ša-qal šu-ma i-na u₄-me-šu ma-al-ú-tim,if he has not paid at the completion of his term <gap>,18,6,12,2.0
lá ta-dá-ší ha-li-qá-áš ù ma-at kà-né-eš lá i-na-mar,"get rid of her and she shall never (again) be seen in the land of kanesh!""""",18,8,16,2.0
lá-qé 8 ma-na kù.babbar iš-tí <gap> li a-ni-im,for the 8 minas of silver he must add interest with this <gap> for 4 years.,18,8,16,2.0
ni-dí-in i-na na-áš-pè-er-tí-kà lá za-ku-a-ni <gap> tim kù.babbar ú-ša-áš-qí-lá-ku-mì-in,"had we not been cleared in your missive, <gap> would i have made him pay you the silver?",18,9,18,2.0
<gap> ki-ma lu-qú-tim <gap> anše ni-ma-ha-ar <gap> na-áš-pè-er-tí-ni a,"aššur-šamšī and ennam-suen seized us and ennam-suen said to aššur-šamšī: give me the silver that accrues to me"".",18,9,18,2.0
i-na re-ší-šu i-zi-iz-ma kù.babbar 1 gín lu ṭá-ba-tí a-na pì-lá-ah-ištar qí-bi-ma a-hu-ni a-ta li-bi₄ zi-ki-ki,there are two tablets that were written to iliš-tikal and pilah-ištar and that have been transported by zikiki - send them together with our silver <gap> as soon as possible.,18,15,30,2.0
igi e-na-a-šur dumu pì-lá-ah-ištar 1 li-im 2 me-at 80 ma-na urudu i-ṣé-er ku-li-a dumu a-lá-bi₄-im,"when they received the copper 3, liptānum, son of qardaya, ennam-aššur, son of ikuppi-aššur, and amur-šamaš, son of pilah-anum, (and) ṭāb-aššur, son of ilī-pī-uṣur, and his slave hudu-bēlī assisted them.",18,15,30,2.0
i-ša-qal ù 2 ma-na kù.babbar ša bé-lúm-ba-ni i li-bi a-ni-na aṣ-ba-at-ma ù 2 ma-na kù.babbar ša,"of the 9 talents 17 minas of copper, the copper from our father's share, (that) aššuriš-takil recieved, thereof annina took 4 talents 37 minas of bad copper in accordance with our agreement.",18,16,32,2.0
a-mì-e-im ki-ma <gap> ša a-bi₄-kà na-pá-áš-ta-kà lá a-ki-is mì-nam ha-bu-lá-ku-ma 3 túg ṣú-ba-tí-a ta-ak-ta-lá ki-ma a-ta,"if, because of this textile, as if it were your father's, i have not cut your throat, what then do i owe you that you have held back 3 textiles of mine?",18,16,32,2.0
5 gín kù.babbar sà-hi-ir-tám ki-ma na-áš-pè-er-tí a-dí sú-ki-ni-im na ha-hi-im li-bi ki-ma ša-lu-um kù.babbar ša dam.gàr,"concerning the matter of the narrow track, if it is not feasible, send me word in hahhum, then i shall act so as to bring the silver of the merchant safely on.",18,16,32,2.0
gín kù.babbar a-šur-du₁₀ dumu a-zu-za-a ha-bu-lam ṭup-pu-šu ha-ar-ma-am ú-kà-al kù.babbar ma-lá kù.babbar i-tù-wa-ar šu-ma a-ma-i lu-qú-sú a,"if ama'i will sell his goods for silver and has left on the narrow track, then he and you should seal 2.3333 minas of silver and send it to me and to his representatives.",18,17,34,2.0
en-um-a-šur a-lá-hu-um iš-a-al um-ma en-um-a-šur-ma a-na a-lá-hi-im-ma e-ni-ma-ma na-áš-pé-er-tum ku-nu-ki-kà igi 3 ší-be ú-kà-lim-kà-ma tù-kà-i-ni-ma šu-nu-tí-ma ni-ip-qí-sú a-ma a-we-lu,"ennam-aššur questioned ali-ahum, and ennam-aššur said as follows to ali-ahum: now here i have shown you the missive sealed by you in front of 3 witnesses, and you have confirmed it and we have entrusted it to them.",18,19,38,2.0
ku-nu-um-ma al-kà-ni-ma li-ba-am dí-na-ma <gap> ša,come and encourage me <gap> they had enter.,18,6,8,1.333
na-áš-a-ku-nu-tí 2 ma-áš-ku-nu <gap>-5 gín kù.babbar,"give him his wages, <gap>-5 shekels of silver.",18,6,8,1.333
ú ší-né-en <gap> a-na ma-ha-tí-a šé-bi₄-lá-nim,"also, send me shoes <gap> for my aunt.",18,6,8,1.333
ša ki-ma <gap> a-lim{ki} i ta-<gap>,he said: why do you inform me alone?,18,6,8,1.333
ú-ku i-nu-mì i-dí-a-bu-um a-wa-sú iq-bi-ú 10 ma-na kù.babbar a-na,"when iddin-abum spoke his will, he gave 10 minas ofדsilver to šalim-aššur.",18,9,12,1.333
i-ša-qá-lam igi {d}mar.tu-ba-ni dumu ma-na-na igi na-áb-sú-in dumu e-šu-ba-ni igi lá-qé-pí-im dumu,"witnessed by amurrum-bāni son of manana, by nāb-suen son of ešu-bāni, by lā-qēp son of izzizam-ilum.",18,12,16,1.333
um-ma <gap> a-na a-lá-hi-im qí-bi-ma a-pu-tum i-na u₄-mì-im ša ṭup-pí ta-ša-me-ú tí-ib-a-ma,"from <gap> to ali-ahum: urgent, the very day you hear my letter set out and come!",18,12,16,1.333
anše mì-ma a-nim šu-ku-bu-um na-áš-a-kum i-na wa-ar-ki-ú-tim nu-za-kà-ma lu-qú-ut-kà iš-tí pá-ni-im-ma nu-šé-ba-la-kum,"later we will clear accounts and then send your merchandise to you with the next opportunity.""""",18,12,16,1.333
um-ma <gap>-ma a-na ha-nu ù a-<gap> qí-bi-ma a-na ha-nu qí-bi-ma 5 ku-ta-ni a-na 0.6666 ma-na,from <gap> to hanu and a<gap>; to hanu: i sold you 5 for 0.6666 mina less 2 shekels of silver.,18,15,20,1.333
u₄-mì-im ša e-na-ah-dingir be-lá-num ù ah-ša-lim kù.babbar ša ik-ri-be ša ma-za-zi-im ša šu-a-šur qá-sú-nu ma-lá i-ša-qú-lu-ni ù lá-qé-pu-um,"on the day when enah-ilī, bēlānum and ah-šalim pay their shares of the silver of šu-aššur's pledge, then lā-qēp must also pay his share.",18,18,24,1.333
um-ma šu-be-lúm-ma a-na en-na-sú-in ú a-lá-hi-im qí-bi₄-ma 11 túg qá-du-um ša ṣú-ha-ri-im ú ší-na ma-áš-ku-nu zu-ba ù {d}im-ba-ni,"from šu-bēlum to enna-suen and ali-ahum: zuba and adad-bāni, the smugglers, bring you 11 textiles, including those belonging to the servant, and two covers.",18,18,24,1.333
mu-lá 10 ma-na kù.gi ší-ip-kà-at i-sú-rik₁₃ ša a-na ša-lim-a-šùr ša-áp-ku é áš-du ù wa-ar-kà-sà i-dí-a-bu-um ki-ma i-sú-rik₁₃ a-na ša-lim-a-šùr i-dí-in é,"as compensation for 10 minas of gold, issu-arik's investment that had been invested in šalim-aššur, iddin-abum gave on behalf of issu-arik ašdu's house and its legacy to šalim-aššur.",18,21,28,1.333
mu-lá-a 10 ma-na kù.gi ší-ip-kà-at i-sú-rik₁₃ ša a-na ša-lim-a-šùr ša-ap-ku é áš-du ù wa-ar-kà-sà i-dí-a-bu-um ki-ma i-sú-rik₁₃ a-na ša-lim-a-šùr i-dí-in é,"as compensation for 10 minas of gold, issu-arik's investment that had been invested in šalim-aššur, iddin-abum gave on behalf of issu-arik ašdu's house and its legacy to šalim-aššur.",18,21,28,1.333
a-na a-dí-da ú a-lá-hi-im ù ku-ku-lá-nim qí-bi-ma um-ma man-a-šur-ma šu-ma a-da-a ir ša a-bu-bu en-na-sú-in me-ra-šu a-na ší-mì-im i-ša-qal ir-dam le-qé-a-ni-šu i-na,"to adida, ali-ahum and kukkulānum from puzur-aššur: if - with respect to adaya, abubu's slave - his son enna-šuen is ready to sell him, then take him (as) slave.",18,22,29,1.318
um-ma i-ku-pì-a-ma a-na puzur₄.ištar ù en-um-a-šur qí-bi-ma i-na u₄-mì-im ša ṭup-pí ta-ša-me-a-ni a-na urudu 2 ma-na,from ikūn-pīya to puzur-ištar and ennam-aššur: on the day you hear my letter<gap> for 2 or 3 minas copper<gap>they have arrived.,18,16,21,1.312
a-na a-šur-sig₅ qí-bi-ma um-ma ni-ni-ma a-na kù.babbar gal a-ta-na-lá-ak-ma mì-ma ta-da-na-am lá i-mu-a-am,to aššur-damiq from nini: i keep going for <gap> silver but he refuses to give me anything.,18,13,17,1.308
kišib en-um-a-šur dumu ištar-lá-ma-sí kišib in-ba-a-šur dumu pì-lá-ah-sú-in kišib puzur₄.ištar dumu dingir-na-da 3 gín kù.babbar i-ṣé-er puzur₄.ištar dumu dingir-na-da dam.gàr i-šu iš-tù ha-mu-uš-tim,"seal of ennam-aššur, son of ištar-lamassī, seal of inib-aššur, son of pilah-suen, seal of puzur-ištar, son of ilī-nādā. 3 shekels of silver puzur-ištar, son of ilī-nādā owes to the creditor.",18,23,30,1.304
kù.babbar ṣa-ru-pá-am i-ṣé-er pí-lá-ah-ištar dumu a-šur-sipa dam.gàr i-šu-ú iš-tù ha-mu-uš-tim,pilah-ištar son of aššur-rēʾī owes 6.8333 minas of refined silver to the merchant.,18,10,13,1.3
ra-ki-is <gap>-ištar e úṣ-ri-ma e tù-úṣ-a-am ke-e a-bi₄-i i-na re-ší-a i-ze-zi-im ù qá-qí-dí-a na-ṣa-ri-im e-zi-ba-ši a-na-ku kù.babbar,"do not guard <gap>-ištar lest she leaves to come here."" certainly, my father left her to assist me and guard my life.",18,17,22,1.294
ma-lá ú ší-ni-šu <gap>-am gám-ri <gap> ra-bi₄ <gap> ga <gap> qá-tí lá a-bi a-ta <gap> ma <gap>,do not kill me(?) and do not <gap> i do not owe you anything; i am not held in esteem by you.,18,17,22,1.294
<gap> lá i-mu-a šu-ma li-bi-kà <gap> ú,ali-ahum will not <gap> that i write to him.,18,7,9,1.286
a-dí-na-kum 0.3333 ma-na 5 gín kù.babbar ší-im-ša,its price was 0.3333 mina 5 shekels of silver.,18,7,9,1.286
4.5 gín kù.babbar ša šu-ištar be-lum-ra-bi₄ iṣ-ba-at,"4.5 shekels of silver, belonging to šu-ištar, bēlum-rabi seized.",18,7,9,1.286
um-ma ì-lí-dan-ma a-na en-nam-a-šur qí-bi₄-ma a-hi a-ta be-lí a-ta <gap> ta-li-kam-ma <gap> tù-ša-<gap> ma-lá,"from ilī-dan to ennam-aššur: my dear brother and lord, <gap> you came <gap> let (the tablets) be invalid.",18,14,18,1.286
kišib en-na-sú-in dumu i-dí-a-bi-im kišib a-šur-ta-ak-lá-ku dumu i-ku-nim kišib pí-lá-ah-ištar dumu a-šur-sipa 6.8333 ma-na,"seal of enna-suen son of iddin-abum, seal of aššur-taklāku son of ikūnum, seal of pilah-ištar son of aššur-rēʾī.",18,14,18,1.286
na-áš-a-ku-um na-áš-pè-ra-tum ša a-lim{ki} ša a-ṣé-ri-kà ub-lu-ni-ku-ni a-hi a-ta a ba-tí-qí-im pá-ni-im <gap> ub-lu,"the missives from thecity that they brought to you, my dear brother, to the first express caravan <gap>",18,14,18,1.286
kišib dingir.sipa kišib ì-lí-dan dumu a-mur-ištar 10.3333 gín kù.babbar ṣa-ru-pá-am i-ṣé-er ì-lí-dan e-la-ma i-šu,"seal of ilī-rē'ī, seal of ilī-dān, son of amur-ištar. 10.3333 shekels of refined silver ilī-dān owes to elamma.",18,14,18,1.286
ú-lá e-li ù-lá a-na ṣí-ib-tim ni-da-šu-ma kù.babbar 1 gín e-li a-na-kam ší-a-ma-tum-ma 1.3333 ma-na 5 gín kù.babbar kù.babbar 1 gín pá-hi-ra-ma,"either a single shekel will accrue, or we should give every shekel of silver as interest-bearing loans, so a profit of some shekels of silver will accrue.",18,21,27,1.286
um-ma a-lá-hu-um da-dí-a ù da-<gap>-ma a-na e-lá-ma ù kur-ub-ištar qí-bi₄-ma 17 ma-na kù.babbar šál-ma-a-šur ub-lam ni-is-ha-sú ù-lá wa-at-ra,"thus ali-ahum, dadiya, <and> da<gap>, say to elamma and kurub-ištar: 17 minas of silver šalim-aššur brought us, without its excise having been added.",18,18,23,1.278
lá i-ṣa-ba-at {d}utu e-ru-bu-ni lu-qú-tám a-na kù.babbar ta-er-ma a-bu-ša-lim 5 u₄-me-e lá tù-sà-as-ha-ar a-dí-ma 5 u₄-me-e lá tù-sà-as-hu-ru-šu-ni,convert it the very day it arrives into silver and let abu-šalim not stay around for even 5 days!' while you were not to let him stay around for 5 days you made him stay 7 months!,18,18,37,2.056
ha-tim kù.babbar šé-bi-lá-ma ší-ma-am lá-áš-a-am-ma a-pí-iš ku-ku-ú-ma e-ra-ba-ni lu-šé-ri-ba-am ki-ma kù.babbar ṭa-ah-dum i-na ha-tim i-né-pu-šu-ni ú li-ba-kà,"take action so that an abundance of silver can be earned in hattum and you can rejoice, lest you will regret not having sent me silver, when you see what purchases i am bringing in!",18,17,35,2.059
um-ma šu-be-lúm-ma a-na lá-qé-ep ú a-lá-hi-im qí-bi-ma 15 túg ṣú-ba-tí wa-ší-ib-ru-ba-ni,from šu-bēlum to lā-qēp? and ali-ahum: wašibru-bāni brings you 15 textiles (and) 2 covers.,18,11,14,1.273
